textID,text,selected_text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km²),Density (P/Km²)
c67e8fb5f2,"im backkkk ! ! ! ! ! ! ! ! hungry hell , havent ate today",havent ate today,negative,noon,21-30,Gabon,2225734,257670.0,9
0fc3980a25,feel depressed ` save ... thanks nothing !,Feel so depressed that I couldn`t save it... Thanks for nothing!,negative,night,31-45,Gambia,2416668,10120.0,239
b0495c5087,# steel toe boots - good hear ` comfy . hopefully kodiak terra brand,Hopefully,positive,morning,46-60,Georgia,3989167,69490.0,57
21e00534fc,yeah work 7 days,yeah i work 7 days,neutral,noon,60-70,Germany,83783942,348560.0,240
2d58c41e1c,used row high school found rowing club ten minutes away thought sign,I used to row in high school and just found out there is a rowing club ten minutes away from me so I thought I should sign up,neutral,night,70-100,Ghana,31072940,227540.0,137
912b09fd87,"tom , get ready , porto alegre really cold","Tom, get ready, here in Porto Alegre is really cold",neutral,morning,0-20,Greece,10423054,128900.0,81
b2aba5ec5f,- haha mate btw seen film called american history x starring edward norton,#NAME?,neutral,noon,21-30,Grenada,112523,340.0,331
fe08575d6a,coffee,more coffee,neutral,night,31-45,Guatemala,17915568,107160.0,167
860716db55,` go mail,you`ve go mail,neutral,morning,46-60,Guinea,13132795,246000.0,53
5399fce682,monday starts friday @ least work 4 days week ( long days ),my monday starts on friday  but @ least I only work 4 days a week (long days),neutral,noon,60-70,Guinea-Bissau,1968001,28120.0,70
e5fa38b19e,next time ? might get time bus anything,next time? I might not get there this time if the bus has anything to do with it,neutral,night,70-100,Guyana,786552,196850.0,4
b7f5f60087,good morning hun ! loved movie happens vegas~ good movie,good morning hun!,positive,morning,0-20,Haiti,11402528,27560.0,414
22f2a72954,sure wish mind could enter box called 'nothing ' men . brain ` go ... ` exhausting .,exhausting.,negative,noon,21-30,Holy See,801,0.0,2003
4d22024a1b,sorry ` get projector working windoze laptop ton people came afterwards saw live,Sorry,negative,night,31-45,Honduras,9904607,111890.0,89
9dd3903cc9,back homes hmm .. rly going miss boo 2 days like wtf,Back at homes hmm.. i rly am going to miss my boo for 2 days like wtf,negative,morning,46-60,Hungary,9660351,90530.0,107
269a0437b3,thank rec ` work,Thank you for the rec but that doesn`t work,neutral,noon,60-70,Iceland,341243,100250.0,3
5cfb77397c,long day office . tiring week,Tiring,negative,night,70-100,India,1380004385,2973190.0,464
e4e1bdbeb0,"` sorry , andrew . wish something could ...","sorry,",negative,morning,0-20,Indonesia,273523615,1811570.0,151
cba59416dd,` going uk ? ! take !,You`re going to the UK?! Take me with!,neutral,noon,21-30,Iran,83992949,1630000.0,52
0c7fb6e841,` really excited ` queen bee power mom 50 list feel really really honored . # nielsenpowermoms,I`m really excited,positive,night,31-45,Iraq,40222493,434320.0,93
07d17131b1,"palawan couple days ago , ` try post pictures tom .","was in Palawan a couple of days ago, i`ll try to post pictures tom.",neutral,morning,46-60,Ireland,4937786,68890.0,72
5bc4e623c4,clive ` birthday pat http : //apps.facebook.com/dogbook/profile/view/6386106,Clive it`s my birthday pat me,neutral,noon,60-70,Israel,8655535,21640.0,400
913c432937,new episodes hitman reborn yet,no new episodes for hitman reborn yet,neutral,night,70-100,Italy,60461826,294140.0,206
9f88f73526,yay ! ` twitter !,yay!,positive,morning,0-20,Jamaica,2961167,10830.0,273
5a3edcd656,"mucking guitar rig 3. demo ,","Mucking about on Guitar Rig 3. The demo, that is",neutral,noon,21-30,Japan,126476461,364555.0,347
0dbaca8e07,goood,goood,positive,night,31-45,Jordan,10203134,88780.0,115
67a06b149b,hmmm .... whole body feels sore !,sore!,negative,morning,46-60,Kazakhstan,18776707,2699700.0,7
4e608ac71f,wat nice day 2day ! rachel decided walk work walk back lol .. warm inside tho,Wat a nice day it was 2day!me and rachel decided to walk to work and walk back lol..was so warm inside tho,positive,noon,60-70,Kenya,53771296,569140.0,94
5562fd3c9b,"get motivated fact know ` wake productive go , sleep , though",motivated,positive,night,70-100,Kiribati,119449,810.0,147
1cd38b9ea1,needed watch white house correspondent ` dinner . would cheered !,cheered,positive,morning,0-20,Kuwait,4270571,17820.0,240
fadbcfa52f,_ ` tired think imma go bed,tired,negative,noon,21-30,Kyrgyzstan,6524195,191800.0,34
426ab4b23a,shoes .,No shoes for me.,neutral,night,31-45,Laos,7275560,230800.0,32
8bfe09c2d3,` - filing much less fun sorting cos still look & hunt details,fun,positive,morning,46-60,Latvia,1886198,62200.0,30
8a5aad2a7a,cry ! ! ! ! ! ! ! ! ` believe lost chat ! ! !,I WILL CRY!!,negative,noon,60-70,Lebanon,6825445,10230.0,667
f6a37fcf1c,` gon na able talk,We`re not gonna be able to talk again,negative,night,70-100,Lesotho,2142249,30360.0,71
20325c7e00,cool . cant wait dustbin baby,Cool.,positive,morning,0-20,Liberia,5057681,96320.0,53
88982cd998,17 actually quite good considering ... bed . long day tomorrow . june 12th ... please come soon ( soon ),good,positive,noon,21-30,Libya,6871292,1759540.0,4
b2b0205041,hapee mother ` day mothers !,hapee,positive,night,31-45,Liechtenstein,38128,160.0,238
732af7dd84,gasp ] pulleaase dont hate u ask question dont answer ... given time . cant see ! sorry,pulleaase dont hate me if u ask me a question and i dont answer you ... at any given time. i just cant see you! sorry,neutral,morning,46-60,Lithuania,2722289,62700.0,43
585d49be9f,congrats bike ride today .. impressive indeed .. ya might ` 'tour de france ' day,Congrats on your bike ride today.. Very impressive indeed.,positive,noon,60-70,Luxembourg,625978,2590.0,242
f6854fcb2c,haha . okay . fun . haha .,have fun,positive,night,70-100,Madagascar,27691018,581795.0,48
948841b0e3,today eventful ...,eventful..,positive,morning,0-20,Malawi,19129952,94280.0,203
110e538ac3,ohh * * * * realized still talking b like dat times ..,ohh ****,negative,noon,21-30,Malaysia,32365999,328550.0,99
4636ad66d9,"` wait get hands new blackberry , one dying",dying on me,negative,night,31-45,Maldives,540544,300.0,1802
ba91134463,"14 hours later , still drunk drive ... shame letting drink much . peak spirits right .",shame,negative,morning,46-60,Mali,20250833,1220190.0,17
eb01b80cfe,know really wan na stuff im school next week ill free days week ... ill hit u,so ill have a few free days a week... ill hit u up,negative,noon,60-70,Malta,441543,320.0,1380
770f50c71c,little booboo sick,my little booboo is sick,negative,night,70-100,Marshall Islands,59190,180.0,329
9ced9dd8f9,happy mothers day mothers !,Happy mothers day,positive,morning,0-20,Mauritania,4649658,1030700.0,5
c3d01d09ac,` please everybody . http : //plurk.com/p/x32rz,you can`t please everybody.,neutral,noon,21-30,Mauritius,1271768,2030.0,626
ee92334739,"omg woke sleeping 3hrs , arm aching ... hurts bad",It hurts so bad,negative,night,31-45,Mexico,128932753,1943950.0,66
71b8d705d9,wow . hehehe . mushy-mushy mode .,wow. hehehe. mushy-mushy mode.,positive,morning,46-60,Micronesia,115023,700.0,164
a2e1c8aa41,eh .. ` cold,Eh.. it`s cold,neutral,noon,60-70,Moldova,4033963,32850.0,123
3bb9578f4b,hey cant wait 4 u guys 2 come 2 jersey woop .... hope ur lookin 4ward 2 coz r x,. hope ur lookin 4ward,positive,night,70-100,Monaco,39242,1.0,26337
1f5d180807,"thanks , ` good tv , simple . # dollhouse","Thanks,",positive,morning,0-20,Mongolia,3278290,1553560.0,2
456269ec59,class color day tomorrow ! last time ! lot remember tomorrow bet ` forget -_-,class color day tomorrow! last time!  I have a lot to remember for tomorrow but I bet I`ll forget -_-,neutral,noon,21-30,Montenegro,628066,13450.0,47
1cfb46972e,good,good,positive,night,31-45,Morocco,36910560,446300.0,83
1ba99ada07,post reminded sit something . looks like steak dinner,Your post reminded me to sit something out. Looks like steak for dinner,neutral,morning,46-60,Mozambique,31255435,786380.0,40
ca2dd2ced2,sturday night live,Sturday night live,neutral,noon,60-70,Myanmar (formerly Burma),54409800,653290.0,83
5be30256fe,wov,I wov you,neutral,night,70-100,Namibia,2540905,823000.0,3
b06cbda66b,smells badly garlic,badly,negative,morning,0-20,Nauru,10824,20.0,541
914f6e5e3f,ok believe you.but belly button.lol,ok i believe you.but i have a belly button.lol,neutral,noon,21-30,Nepal,29136808,143350.0,203
3e4109063d,wow thanks lot ! ` believe ` think . xd,Wow thanks a lot!,positive,night,31-45,Netherlands,17134872,33720.0,508
279450e8db,"wayyy , ` funny . well sure missing , ever since left , feel next visit ?","no wayyy, that`s too funny.  well he sure is missing out, but ever since you left, i feel i am too  when is your next visit?",neutral,morning,46-60,New Zealand,4822233,263310.0,18
258742b130,"aaaaarrrrggghhh ! huge spider towel pile , * cries * glad kerbear ` sorry mum cant bring rest",AAAAARRRRGGGHHH!,negative,noon,60-70,Nicaragua,6624554,120340.0,55
99f5469233,looks noida,looks same in Noida too,neutral,night,70-100,Niger,24206644,1266700.0,19
6a3061d562,daisy got attacked another doggie park,attacked,negative,morning,0-20,Nigeria,206139589,910770.0,226
7f19f30f44,: well completely lame . ` sorry dude .,just completely lame. I`m sorry dude.,negative,noon,21-30,North Korea,25778816,120410.0,214
d953042861,watched one day middle playing -- really ` hold,we watched that one day in the middle of playing-- it REALLY doesn`t hold up,negative,night,31-45,North Macedonia,2083374,25220.0,83
0e27fc2ca9,_charlotte ! another thrown ` sure one american family,Charlotte We should! There will be another thrown I`m sure but this one will be with my American family,neutral,morning,46-60,Norway,5421241,365000.0,15
1823b30898,im sorry . dont wan na cuz u act . u turn right around ignore,im sorry.,negative,noon,60-70,Oman,5106626,309500.0,16
417f3c25ef,"_lantos jeff ` forcast tonight . says saturday ` good 8:30 time . , knowã¯â¿â½ ` life saturdays .",good,positive,night,70-100,Pakistan,220892340,770880.0,287
b0794b5a7e,"found want able go see daddy tomorrow leaves ty activity tomorrow morning , sucks",sucks,negative,morning,0-20,Palau,18094,460.0,39
eb03f33dc5,wut itell u yesterday lol,wut itell u yesterday lol,neutral,noon,21-30,Palestine State,5101414,6020.0,847
145e86a694,waiting car wash see say amara .,Waiting at the car wash to see what they say about Amara.,neutral,night,31-45,Panama,4314767,74340.0,58
92219e5a53,got 34/40 exam 1 ... percentage doesnt look good .,good.,positive,morning,46-60,Papua New Guinea,8947024,452860.0,20
944c129ff0,think mine hangers closet,i think i have mine in hangers in the closet,neutral,noon,60-70,Paraguay,7132538,397300.0,18
b54574470d,_carter says video private,It says the video is private,neutral,night,70-100,Peru,32971854,1280000.0,26
b1e8cc92c5,think followin u 4 bout week yea kinda,i think i been followin u 4 bout a week so yea kinda,neutral,morning,0-20,Philippines,109581078,298170.0,368
0d8328f19c,"wanted point youtube , subscribers tom felton . thought might make happy .",happy.,positive,noon,21-30,Poland,37846611,306000.0,124
be7fcd20df,guys call `` bartãâ ofãâ theãâ criticalãâ questions `` . ` guessing ` good thing . # zeropoint.it,good,positive,night,31-45,Portugal,10196709,91590.0,111
435410b8e2,missed match game tonight hope make tomorrow night .,missed,negative,morning,46-60,Qatar,2881053,11610.0,248
4a2a6251ad,guess 24-48 hour maintenance .. ` sad miss friends,sad,negative,noon,60-70,Romania,19237691,230170.0,84
0a6ed8c4e2,fall asleep know feels lol . drag hell tonight ! quite excited,Quite excited,positive,night,70-100,Russia,145934462,16376870.0,9
a38b466046,~ happy star wars day.every one ~ ... may fourth !,Happy Star Wars Day.every one,positive,morning,0-20,Rwanda,12952218,24670.0,525
a244d7aad7,` mix match dumb drive !,Dumb,negative,noon,21-30,Saint Kitts and Nevis,53199,260.0,205
fb6f782ebc,"heading hospital sort back , looking forward","Heading to the hospital to sort out my back, not looking forward to this",neutral,night,31-45,Saint Lucia,183627,610.0,301
e05668719a,feel u sooo close hard cant point ugh,i feel u  but its sooo close to me hard not to  but i cant so no point ug,negative,morning,46-60,Saint Vincent and the Grenadines,110940,390.0,284
cb9b52e9be,love jonas brothers trending topics . maybe taylors turn next,love it wh,positive,noon,60-70,Samoa,198414,2830.0,70
1c6be5f128,cant wait & & cant wait see 3d concert experience ( live uk ) trailer cinema yesterday .,Cant wait to see the 3d concert,positive,night,70-100,San Marino,33931,60.0,566
9d9f984b7d,feel like * * * * saying happy belated birfdayy .. ` month late,so i feel like **** for saying HAPPY BELATED BIRFDAYY.. i`m only a month late,negative,morning,0-20,Sao Tome and Principe,219159,960.0,228
18eba56565,"noboby ` behind . think lead $ 14,8 far",lead,positive,noon,21-30,Saudi Arabia,34813871,2149690.0,16
9617e1fb3f,"weekend quiet , planning new websites . today , research choosing hats . coffee hat sounds good though . kettle",sounds good though.,positive,night,31-45,Senegal,16743927,192530.0,87
cfc7dbb6ee,aww hope uve hada good day xxxxx,w hope uve hada good day,positive,morning,46-60,Serbia,8737371,87460.0,100
6712b0174e,want new lappy,I want a new lappy,neutral,noon,60-70,Seychelles,98347,460.0,214
a8ea5e9a49,great day ..... rain keeps may go swimming instead dining,Have a great day.,positive,night,70-100,Sierra Leone,7976983,72180.0,111
7ea1d989a2,haha dont ever many times,haha dont we ever do that before  many times,neutral,morning,0-20,Singapore,5850342,700.0,8358
94cf8218d6,really really ready !,is really really ready!,neutral,noon,21-30,Slovakia,5459642,48088.0,114
6534992ff5,` vote stopped voting,I can`t vote for you  they have stopped the voting,neutral,night,31-45,Slovenia,2078938,20140.0,103
ac028088e5,watching jonas,watching JONAS,neutral,morning,46-60,Solomon Islands,686884,28000.0,25
b26deb5da5,thing happens time,same thing happens to me all the time,neutral,noon,60-70,Somalia,15893222,627340.0,25
4b6532df96,30 minutes happy mothers day alll amazing moms ! ! ! going bed ! !,Happy,positive,night,70-100,South Africa,59308690,1213090.0,49
a957bf91fe,"aw named car , ` sweet . ` sorry hear petey go , hope find really posh rollerskate .","Aw you named your car, that`s very sweet. I`m sorry to hear that Petey has to go, I hope you find a really posh rollerskate.",neutral,morning,0-20,South Korea,51269185,97230.0,527
c45214ded3,"goodnight good bye , hope best dreams",best of dreams,positive,noon,21-30,South Sudan,11193725,610952.0,18
2b52970888,hi bunny ! recently subcribed channel youtube ! make great stuff . kinda wanted say hi !,great,positive,night,31-45,Spain,46754778,498800.0,94
6999043129,installing new hard drive ! got ta redo everything though,Installing a new hard drive! Gotta redo everything though,neutral,morning,46-60,Sri Lanka,21413249,62710.0,341
9a28a236b8,twitter officially best way advertise something .,officially the BEST way,positive,noon,60-70,Sudan,43849260,1765048.0,25
c8113641f4,unfortunately heffas decided take impromptu mall trip without telling,Unfortunately these heffas decided to take an impromptu mall trip,negative,night,70-100,Suriname,586632,156000.0,4
d861af4635,saw land rover pull school parking lot thought spencer,Just saw a land rover pull into the school parking lot and thought it was spencer,neutral,morning,0-20,Sweden,10099265,410340.0,25
c4aa8ca103,raining calicut .,Raining in Calicut.,neutral,noon,21-30,Switzerland,8654622,39500.0,219
b6df8b7d1a,commercial shoot tokyo . much time play quick dirty,commercial shoot in Tokyo. not much time to play there   quick and dirt,neutral,night,31-45,Syria,17500658,183630.0,95
24b06dee5b,sims 3 ` work old macbook hope get sims 2 tomorrow .,Sims 3 wouldn`t work on my old macbook  hope to get Sims 2 by tomorrow.,neutral,morning,46-60,Tajikistan,9537645,139960.0,68
bee1bbb3b9,_en ` waiting belgrade ! ! ` wait ! !,we`re waiting you here in Belgrade!! Can`t wait!!,neutral,noon,60-70,Tanzania,59734218,885800.0,67
b30f7db939,check google analytics always get google.com/ * * * * safari ` auto-fill kicks . makes laugh,laugh,positive,night,70-100,Thailand,69799978,510890.0,137
5237f98883,happy mother ` day mom ! love !,Happy,positive,morning,0-20,Timor-Leste,1318445,14870.0,89
9a0c9c8338,looks like diamond ball,Looks like no diamond ball for me,negative,noon,21-30,Togo,8278724,54390.0,152
7b927c8687,"hmmm , realized .... ` bday cake birthday ... boo hoo !",boo hoo!,positive,night,31-45,Tonga,105695,720.0,147
4f9ed29468,least doesnt try violently hump like ( female ) dog,e doesnt try to violently,positive,morning,46-60,Trinidad and Tobago,1399488,5130.0,273
6f6e62720f,early lunch getting dressed amy ` confirmation,Early lunch then getting all dressed up for Amy`s confirmation,neutral,noon,60-70,Tunisia,11818619,155360.0,76
5e53fe2ce0,interview ! 177 views ! 22 away 200 ! ! thanx reading ppl ! ! http : //tiny.cc/gmkbt # mattmccoy,Thanx,positive,night,70-100,Turkey,84339067,770000.0,110
1c074899d8,might missed latest experiment - know blogs many words days http : //tinyurl.com/ne6twc,you might have missed my latest experiment - I know blogs have too many words these days  http://tinyurl.com/ne6twc,neutral,morning,0-20,Turkmenistan,6031200,469930.0,13
36c2301831,ugh worried math test,Ugh worried about my math test,negative,noon,21-30,Tuvalu,11792,30.0,393
2c8ebae470,bsg might made cry,might just have made me cry,negative,night,31-45,Uganda,45741007,199810.0,229
3e50a6aa2a,planning mothers day special beloved mother,special,positive,morning,46-60,Ukraine,43733762,579320.0,75
72dd1cf185,greeting happy mother ` day !,happy,positive,noon,60-70,United Arab Emirates,9890402,83600.0,118
62a4b3a6b0,got ta love nasty weatherrrrr . jealous ur knotts,Gotta love nasty weatherrrrr.  so jealous ur at knotts,neutral,night,70-100,United Kingdom,67886011,241930.0,281
76ccb733b0,fall asleep didnt get see jonas brothers web cast ... still tierd,tierd,negative,morning,0-20,United States of America,331002651,9147420.0,36
7205bd413f,haha .. good,haha.. good for you,positive,noon,21-30,Uruguay,3473730,175020.0,20
0bc67060be,would like nutella . none,None to be had,negative,night,31-45,Uzbekistan,33469203,425400.0,79
b123866c9f,` think ` well . time weekend,I don`t think I`m very well.,negative,morning,46-60,Vanuatu,307145,12200.0,25
d107a76c20,"awwww ` waiting , hope ` rain","en, hope it doesn`t rain",positive,noon,60-70,Venezuela,28435940,882050.0,32
503f1540e8,"leg broke , waiting untile go","broke,",negative,night,70-100,Vietnam,97338579,310070.0,314
a213754ad1,_cali good morning,Good morning,positive,morning,0-20,Yemen,29825964,527970.0,56
9654a9b0b9,awww ` fine ...,e Fine,positive,noon,21-30,Zambia,18383955,743390.0,25
af3d0664a4,really stop relying family say going get lunch,should stop relying,negative,night,31-45,Zimbabwe,14862924,386850.0,38
10b4c609a2,finished first workout jillian michaels 30day making cut program ! feeling great hopefully eating good,Hopefully,positive,morning,46-60,Afghanistan,38928346,652860.0,60
05d9f83c67,", seriously guys , /wanted/ kick monday # starwarswithaddedpants spam . really","No, seriously you guys, I /wanted/ to kick Monday off wit",negative,noon,60-70,Albania,2877797,27400.0,105
fd62fc47b6,got back carlton greenville . benz getting serviced . time make money . think ` make sales calls ...,Just got back from Carlton in Greenville.  Benz is getting serviced.  Time to make some money.    I think I`ll make some sales calls.,neutral,night,70-100,Algeria,43851044,2381740.0,18
392d2d7d69,"_jean think , get states , ` probably still touring , ` dammit !",Dammit!,negative,morning,0-20,Andorra,77265,470.0,164
b541db1127,wouldnt let vote yesterday made today . really hope u win cause everyone knows u deserve =d,y hope,positive,noon,21-30,Angola,32866272,1246700.0,26
4faa491b59,parents sold car .,my parents sold my car.,neutral,night,31-45,Antigua and Barbuda,97929,440.0,223
d12ef9784f,"hah yeah , bad , gon na lie . : fun","bad,",negative,morning,46-60,Argentina,45195774,2736690.0,17
cd510913d0,pleasure anytime,pleasure,positive,noon,60-70,Armenia,2963243,28470.0,104
27a14b89c3,"curses , firewall/proxy server restrictions ! wait get home",restrictions!,negative,night,70-100,Australia,25499884,7682300.0,3
77c3844210,ruth today,Has Ruth today,neutral,morning,0-20,Austria,9006398,82400.0,109
74d16e4796,diesel yaris ... 70mpg sad available us . ` awesome .,diesel yaris... 70mpg  so sad its not available in the US. That`d be awesome.,neutral,noon,21-30,Azerbaijan,10139177,82658.0,123
1c2e845644,"good morning miamiadc weekend great monday , also great hope wonderful day !",a wonderfu,positive,night,31-45,Bahamas,393244,10010.0,39
19da5d683d,close ? ` think ` running long ? still ` chance see !,When does it close? I didn`t think it`d been running that long? I still haven`t had chance to see it!,neutral,morning,46-60,Bahrain,1701575,760.0,2239
18c488e12b,( ) oh snap,() oh snap,neutral,noon,60-70,Bangladesh,164689383,130170.0,1265
09dfb1e0da,good night everyone im going lay bed watch eraser !,Good night,positive,night,70-100,Barbados,287375,430.0,668
0c749ee870,oh zombiepix ` follow anymore ... need someone cheer,NEED SOMEONE TO CHEER ME UP,positive,morning,0-20,Belarus,9449323,202910.0,47
05d1739838,bored home,Bored,negative,noon,21-30,Belgium,11589623,30280.0,383
77e8ffdd9b,agree work double shift,why did i agree to work a double shift,neutral,night,31-45,Belize,397628,22810.0,17
312aaf4a64,# days summervac & school comes along 2 end & annual problem r generation finding good way 2 spend ! !,the annual problem of r generation is finding a good way 2 spend it!!,neutral,morning,46-60,Benin,12123200,112760.0,108
d3d138e116,"oh please ! wanted complete unfinished tweet , 5 tweets cropped ! tweet looks dorky .",dorky.,negative,noon,60-70,Bhutan,771608,38100.0,20
c42588deef,"cable signal messed ! ! ! ` missing ghostwhisperer news hurt toe cold , like hot weather ! ! ! !",hurt,negative,night,70-100,Bolivia,11673021,1083300.0,11
c8dc60ae0a,aww tessy wan na hug ?,aww,positive,morning,0-20,Bosnia and Herzegovina,3280819,51000.0,64
ff92b8e1bd,exams kinda near . week . 2 projects yet submitted almost failing one subjects . may allah save,failing,negative,noon,21-30,Botswana,2351627,566730.0,4
6b04478b4d,"scary lightning thunder ` glad ` . going sleep , hope ` late school tomorow . haha",glad,positive,night,31-45,Brazil,212559417,8358140.0,25
e7e486ec1c,nice idea m-i-l gift . crochet ? good idea looking online . youtube videos showing lefty crochet .,Good,positive,morning,46-60,Brunei,437479,5270.0,83
4691e85491,good job !,good,positive,noon,60-70,Bulgaria,6948445,108560.0,64
9d7e4270c4,* * * * m-audio ie-30s ! remembered much < 3 u & right earbud ceased functioning shure ` r 2 bright w/ lame bass .,**** M-Audio IE-30s! I just remembered how much I <3 u & now the right earbud has ceased functioning  My Shure`s r 2 bright w/ lame bass.,neutral,night,70-100,Burkina Faso,20903273,273600.0,76
b72b9133e1,problemo ! ! ! family guy,no problemo!!,positive,morning,0-20,Burundi,11890784,25680.0,463
96a16ff677,london car ` 500 degrees air con !,and so to London in a car that`s about 500 degrees with no air con!,neutral,noon,21-30,Côte d'Ivoire,26378274,318000.0,83
5c6f51a21a,"actually sos ` , vi accompanied gliss make . day brandi carlile , busy month gigwise","Actually SoS won`t be here, VI will be accompanied by Gliss and Make Me. The day after Brandi Carlile, busy month gigwise",neutral,night,31-45,Cabo Verde,555987,4030.0,138
562ff532c7,okay lied ! meant time next week ! sooo much longer ! ! miss mommy ...,lied!,negative,morning,46-60,Cambodia,16718965,176520.0,95
7a775cc933,transformer ... ` step people hear * squoosh * . ` guess ` cup coffee instead .,But I`m not so I guess I`ll just have a cup of coffee instead.,neutral,noon,60-70,Cameroon,26545863,472710.0,56
cc96df37ff,know ! season zoomed !,i know!  This season has just zoomed by!,neutral,night,70-100,Canada,37742154,9093510.0,4
1f30caf2c0,thanks glad like,thanks,positive,morning,0-20,Central African Republic,4829767,622980.0,8
5785712bfa,lazy sunday ... love lazy days ...,love,positive,noon,21-30,Chad,16425864,1259200.0,13
b573ab9c3a,way disneyland ... without retsi,On our way to Disneyland... Without Retsi,neutral,night,31-45,Chile,19116201,743532.0,26
98e8d8727a,fun tonight ! ` leave ... brandi carlile dallas today . sneak show !,fun,positive,morning,46-60,China,1439323776,9388211.0,153
1126a874e3,puppy shall loose um ... manly parts today poor guy ....,poor,negative,noon,60-70,Colombia,50882891,1109500.0,46
3d2ace4993,someone fly reno,Someone fly me to Reno,neutral,night,70-100,Comoros,869601,1861.0,467
7947124ca2,"packing , cleaning , getting * * * * done . last day apartment . time tomorrow * * * * storage","more packing, cleaning, and getting **** done. last day in this apartment. this time tomorrow my **** will be in storage",neutral,morning,0-20,Congo (Congo-Brazzaville),5518087,342000.0,16
f7206aab57,tummy ache,has a tummy ache,negative,noon,21-30,Costa Rica,5094118,51060.0,100
10e27a89e4,"yep , . sleep-fail . another 7-8 hours , ` & d-fail .",Sleep-fail.,negative,night,31-45,Croatia,4105267,55960.0,73
a4737a770e,looking new ideas blog,looking for new ideas for my blog,neutral,morning,46-60,Cuba,11326616,106440.0,106
193047902,work ... miserable day,What a miserable day,negative,noon,60-70,Cyprus,1207359,9240.0,131
0d131a8c9d,bgt ! ! ! ! ! ! ! - gutted finishes tomorrow - stavros flatley way !,gutted,negative,night,70-100,Czechia (Czech Republic),10708981,77240.0,139
15720688cb,less rain sunshine,Less rain more sunshine,neutral,morning,0-20,Democratic Republic of the Congo,89561403,2267050.0,40
e836a4c8d3,thanks !,Thanks,positive,noon,21-30,Denmark,5792202,42430.0,137
4aba20445c,going able buy 1 ticket online livenation tomorrow ? cant make la,Are we going to be able to buy more than 1 ticket online through livenation tomorrow? cant make it to LA,neutral,night,31-45,Djibouti,988000,23180.0,43
8882fdfd34,ahh . sucks .,sucks.,negative,morning,46-60,Dominica,71986,750.0,96
a4526148ac,aaaah see prez obama holding hands wifey ? soooo romantic even white house .....,Soooo romantic ev,positive,noon,60-70,Dominican Republic,10847910,48300.0,225
9d99a1e28d,mcfonalds roulette lose . forgot mygrilled snack wrap,i lose.,negative,night,70-100,Ecuador,17643054,248360.0,71
d696680046,"noooooooo miss sooooooo much , gaah",noooooooo  i miss you,negative,morning,0-20,Egypt,102334404,995450.0,103
eda600162d,awesome pedicure today ! !,awesome,positive,noon,21-30,El Salvador,6486205,20720.0,313
c60a403476,"next thing tomorrow morning : temperature check ! ` gon na routine till swine flu dies . good night , everyone !",Good,positive,night,31-45,Equatorial Guinea,1402985,28050.0,50
f6b586a1d4,elena left morning . nine months spent living ` probably 2 years till see . hmph .,Hmph.,negative,morning,46-60,Eritrea,3546421,101000.0,35
c465c43cfe,* * * * tired . ` get home till 5:30. work bjs 12:15,tired.,negative,noon,60-70,Estonia,1326535,42390.0,31
e9cd76ac83,tonight,No  tonight,neutral,night,70-100,"Eswatini (fmr. ""Swaziland"")",1160164,17200.0,67
e2b643dd95,full nice dinner,nice,positive,morning,0-20,Ethiopia,114963588,1000000.0,115
48d27a58fe,sunshine ... thing see clouds ...,where is the sunshine...the only thing i see are clouds...,neutral,noon,21-30,Fiji,896445,18270.0,49
e0a4561c0f,scene * * * * 4am always * * * *,****,negative,night,31-45,Finland,5540720,304000.0,18
e7e4b7a321,went bestbuy today found pretty much ever hp except one wanted look,pretty much ever HP except the one i wanted to look at,positive,morning,46-60,France,65273511,547557.0,119
0cf9858660,sitting work watching clock . ` moving fast enough .,It isn`t moving fast enough.,negative,noon,60-70,Gabon,2225734,257670.0,9
ac8da6790c,first happy mothers day second makes us think way ? feel way feel ? dont know wish,Happy,positive,night,70-100,Gambia,2416668,10120.0,239
7224137f35,liking fake tan orange colour,liking,positive,morning,0-20,Georgia,3989167,69490.0,57
1ca92c5dea,bums really look big,so our bums really do look big it this,neutral,noon,21-30,Germany,83783942,348560.0,240
e7e41df325,` got adjusting mate ` online shop ... zzzzzzzzzzzzzzz ... boring ...,. Boring,negative,night,31-45,Ghana,31072940,227540.0,137
f750fe4fb2,": saw us postal hiring , done filling pre-application thingy ` show jobs open area .",didn`t,negative,morning,46-60,Greece,10423054,128900.0,81
0040f2c57e,well u ` around 2 twit,well u weren`t around 2 twit,neutral,noon,60-70,Grenada,112523,340.0,331
2a0463352b,` enough ! ` nothing 2 hours .,that`s enough! I`ll do nothing for 2 hours.,neutral,night,70-100,Guatemala,17915568,107160.0,167
bebcf67cbd,http : //twitpic.com/677bi - iva ! ! ! ! already miss yoo sweet * * * *,miss,negative,morning,0-20,Guinea,13132795,246000.0,53
38a876ce49,chowder * * * * ! ! ! ! ! !,****!,negative,noon,21-30,Guinea-Bissau,1968001,28120.0,70
8f8fe5e150,yep .,Yep.,neutral,night,31-45,Guyana,786552,196850.0,4
d072014323,sorry mo . thought u work tomorrow go casino together : ? ),sorry,negative,morning,46-60,Haiti,11402528,27560.0,414
715d385efd,"munch away , dear watson , munch away","Munch away, my dear Watson, Munch away",neutral,noon,60-70,Holy See,801,0.0,2003
