score,Text,Actual_Score,GPT 3.5 Score,GPT 4.0 Score,Llama 7B Score
neutral,following increase company+óeur tm capital totals 5.5 mln romanian lei $ 1.98 mln-1 .56 mln euro .,3,3.0,3.0,4.0
neutral,"2008 , generated net sales eur 9.3 million usd 13.1 .",3,3.0,3.0,4.0
positive,increase net sales due acquisition swedish silva produces garden tools boats .,4,3.0,4.0,5.0
neutral,"mr ashley , deputy executive chairman sports direct , sold 43pc stake company pounds 900m time float .",3,2.0,3.0,4.0
neutral,rental building equipment accounted 88 percent operating income .,3,3.0,3.0,5.0
neutral,"ruukki 's delivery includes steel structures , including installation , krakeroy bascule bridge steel piles bridge foundations .",3,3.0,3.0,5.0
neutral,stockmann established 1862 finland became first foreign company enter russia 's retail trade market 1989 .,3,3.0,3.0,5.0
neutral,"broad-based wig index ended thursday 's session 0.1 pct 65,003.34 pts , blue-chip wig20 1.13 3,687.15 pts .",3,3.0,3.0,5.0
neutral,business divested generates consolidated net sales eur 60 million annually currently 640 employees .,3,3.0,3.0,4.0
neutral,"company generates net sales 600 mln euro $ 775.5 mln annually employs 6,000 .",3,4.0,3.0,5.0
positive,company plans expand international market subsidiaries distributors 2011 onwards .,5,3.0,4.0,3.0
neutral,"contract covers manufacturing , surface-treatment installation steel structures .",3,3.0,3.0,5.0
neutral,"corresponding increase share capital , total eur 300,00 registered finnish trade register may 8 , 2008 .",3,2.0,3.0,5.0
neutral,order also includes start-up commissioning services .,3,3.0,3.0,5.0
neutral,"order consists capacity expansion , maintenance services new charging functionality , company said .",3,3.0,3.0,4.0
neutral,phones targeted first time users growth markets .,3,3.0,3.0,5.0
neutral,"repayment eur 105 million debenture bonds related company 's previous announcement october 21 , 2009 collect irrevocable selling commitments holders subordinated debenture bonds .",3,2.0,3.0,4.0
neutral,revenues business reached nok 12 million 2008 .,3,3.0,3.0,5.0
neutral,tielinja generated net sales 7.5 mln euro $ 9.6 mln 2005 .,3,3.0,3.0,5.0
neutral,"tikkurila powder coatings 50 employees four paint plants , generated revenues eur2 .4 usd3 .3 2010 .",3,3.0,3.0,4.0
neutral,"rental agreement , stockmann committed invest building bridge gogol street build underground tunnel crossing street 2004 .",3,2.0,3.0,4.0
neutral,vnh generates annual net sales 5 mln eur employs 21 people .,3,3.0,3.0,4.0
positive,"earnings per share ( eps ) first quarter 2007 amounted eur0 .07 , eur0 .04 .",5,2.0,3.0,5.0
negative,"jan. 6 -- ford struggling face slowing truck suv sales surfeit up-to-date , got ta -have cars .",1,2.0,2.0,3.0
neutral,"rautakesko 's business operations norway russia , acquired july 2005 , included figures comparable period , impacting sales growth starting august .",3,3.0,3.0,3.0
positive,"operating profit eur 11.07 mn , eur 8.65 mn .",4,2.0,3.0,5.0
negative,pharmaceuticals group orion corp reported fall third-quarter earnings hit larger expenditures r & marketing .,1,2.0,2.0,3.0
negative,"however , growth margin slowed due financial crisis .",2,2.0,2.0,3.0
positive,"significance : teleste emphasised large size growing economy , well rapid development tv services distribution industry , poland viewed attractive market .",4,4.0,4.0,4.0
positive,"helsinki ( afx ) - nokian tyres reported fourth quarter pretax profit 61.5 mln eur , 48.6 mln back strong sales .",4,3.0,4.0,4.0
positive,"kalnapilio-tauro grupe ( kalnapilis-tauras group ) , owned denmark 's royal unibrew , raised market share 25.18 percent 23.74 percent , beer sales seven months jumped 14.5 percent 40.5 million liters .",4,4.0,4.0,4.0
positive,"kalnapilio-tauro grupe ( kalnapilis-tauras group ) , owned denmark 's royal unibrew , raised market share 25.2 percent 23.91 percent , beer sales nine months jumped 11.4 percent 52.99 million liters .",4,4.0,4.0,5.0
positive,staff recruited japan complement network close 50 service locations 20 countries worldwide .,4,4.0,3.0,5.0
positive,rautaruukki corporation stock exchange release 3 december 2009 12 noon ruukki 's construction engineering divisions improve adjust operations finland .,5,2.0,3.0,5.0
positive,"ruukki romania , local arm finnish metal producer ruukki , increased capital 900,000 euro ( $ 1.14 mln ) cash contribution , reported september 19 , 2006 .",5,3.0,3.0,5.0
positive,"stx finland oy signed preliminary agreement building environmentally friendly , new generation cruise ferry viking line manage turku , finland , stockholm , sweden withviking line abp .",5,5.0,4.0,5.0
positive,company estimates net sales 2010 increase considerably 2009 operating result clearly positive .,5,4.0,5.0,5.0
positive,"uponor made operating profit eur 151.0 mn , eur 143.7 mn , made 2007 record year .",5,4.0,4.0,5.0
positive,"basware corporation stock exchange release august 31 , 2010 16:25 basware signed large deal international industrial group basware deliver invoice automation solution connectivity services international industrial group .",5,3.0,4.0,5.0
positive,estimates operating profit improve third quarter .,4,4.0,4.0,5.0
positive,kazgiprotsvetmet outotec finland signed agreement strategic cooperation marketing providing minerals processing metallurgical plants related services kazakhstan surrounding countries .,4,4.0,3.0,5.0
positive,ruukki forecast 15-20 % annual sales growth positive pretax result 2010 .,4,4.0,5.0,5.0
positive,sales rose 10 pct 566 mln eur back strong volume favourable currency effects .,4,5.0,5.0,5.0
positive,growth net sales continued favourably middle east africaand asia pacific .,4,4.0,4.0,5.0
positive,appointment kaupthing bank aims co-ordinate capital markets activities within group improve overall service clients .,4,3.0,3.0,4.0
neutral,"cencorp , headquartered virkkala , finland , develops supplies automation solutions electronics semiconductor industry enhance productivity .",3,3.0,3.0,
neutral,"following increase huhtamaki 's registered share capital eur360 .62 number shares outstanding 106,063,320 .",3,2.0,3.0,4.0
neutral,"omx market forwards mature may 16 , 2008 , novator finland oy 's direct shareholding amer sports corporation exceed one-fifth 1-5 company 's shares voting rights .",3,2.0,3.0,5.0
neutral,"`` tests part larger campaign includes various customer trials demonstrations make lte 800 mhz commercially viable summer , `` nokia siemens head lte business line , reino tammela , said .",3,3.0,3.0,5.0
neutral,"helsinki october 22 , 2008 ssh communications security corp board directors information , please contact : tomi laamanen , chairman , tel . +358 0 400 609 544 distribution : nasdaq omx helsinki ltd. .",3,1.0,3.0,5.0
positive,sales rose 300.9 mln eur compared last year 's 276.1 mln eur line 299 mln eur consensus figure .,4,4.0,4.0,5.0
neutral,"offer 30 million shares aimed raise x20ac 500 million us $ 640 million , expected completed oct. 9 , outokumpu said .",3,2.0,3.0,5.0
positive,"`` agreement , continue good cooperationand time release capital tied ourmachinery operation .",4,4.0,4.0,5.0
positive,"theodosopoulos said tellabs could value nokia siemens nortel given `` leading supply status `` verizon , along high-growth products .",5,3.0,3.0,5.0
positive,"succeeded increasing market share sold apartment `` , comments mr kari kauniskangas , head yit international construction services .",5,4.0,4.0,5.0
positive,"capman partner , able develop business continue focus providing quality restaurant services customers , `` says christopher wynne , ceo papa john 's russia .",5,4.0,4.0,4.0
positive,"finnish suominen corporation specialises wet wipes , nonwovens , flexible packaging reports net sales eur 44.1 mn second quarter 2010 , eur 43.3 mn second quarter 2009 .",4,3.0,3.0,4.0
positive,"finnish telecoms software developer tecnomen oyj said december 5 , 2006 $ 3.3 mln ( 2.5 mln euro ) order supply expansion charging messaging systems mobile fixed networks brasil telecom .",4,3.0,3.0,5.0
positive,increased trust clients yit seen apartment sales accelerated .,4,4.0,4.0,5.0
positive,"( adp news ) - dec 11 , 2008 - finnish construction engineering company outotec oyj ( omx : ote1v ) said today eur 28 million ( usd 36.8 ) order expand phosphate concentrator siilinjarvi norwegian minera",5,2.0,3.0,4.0
positive,"mr priit kasak , balti metsamasina 's owner , said rakvere-based company wishes increase valmet 's market share 27 % third couple years .",4,3.0,3.0,5.0
positive,bank sees potential getinge share rise .,5,4.0,4.0,5.0
positive,"company recorded revenues e658 .1 million fiscal year ended december 2007 , increase 23 % 2006 .",4,4.0,5.0,5.0
positive,cooperation double switch 's converter capacity .,4,3.0,3.0,5.0
positive,robust growth result inclusion clothing chain lindex group december 2007 .,4,4.0,4.0,5.0
positive,"six breweries recorded 5.2 percent growth domestic beer sales last year 270.21 million liters , 256.88 million liters sold 2005 .",4,4.0,3.0,5.0
positive,"truly takes efficiency new heights , `` mr. metso adds .",4,5.0,4.0,5.0
positive,"january 11 , 2010 ephc board directors approved increase quarterly dividend $ 0.03 $ 0.05 per share .",4,4.0,5.0,5.0
positive,"finnish cargotec 's kalmar , business area providing container handling solutions , awarded order ten e-one rubber-tyred gantry rtg cranes saigon newport company snp , vietnam .",5,4.0,3.0,5.0
positive,"bilfinger investors cheered agreement , pushing shares 7 % , & euro ; 3.30 , & euro ; 50.29 , afternoon trade .",4,5.0,5.0,5.0
positive,"london afx - shares rautaruukki corp upgraded ` hold ' ` sell ' abn amro , price target raised 25.75 eur 14.5 , said dealers .",5,2.0,4.0,5.0
positive,london marketwatch -- nokia nok said 's five-year services contract run hutchison essar 's network operations nine locations india .,5,2.0,3.0,5.0
positive,"progress group , qpr 's representative saudi arabia north africa , signed framework agreement long term strategic relationship ise .",4,4.0,3.0,5.0
positive,"ragutis , controlled finnish brewery olvi , achieved 5.7 percent rise beer sales 22.6 million liters held 10.75 percent market share .",4,4.0,4.0,5.0
positive,"metal gained 41 percent year demand china , world 's largest user , increased .",5,4.0,4.0,5.0
positive,"addition , cramo peab signed exclusive five-year rental agreements finland extended existing rental agreements swedish market another five years .",5,4.0,4.0,4.0
positive,"outotec oyj press release december 4 , 2009 10.30 outotec establishes new subsidiary kolkata outotec established subsidiary india order better serve indian customers increase business growing indian market .",4,4.0,4.0,5.0
positive,also 7.7 pct 12-month volume weighted average price stock .,5,2.0,3.0,5.0
positive,"mobile phone shipments jumped 26 percent almost 112 million units , finnish company 's global market share rose 39 percent 36 percent .",5,5.0,4.0,5.0
neutral,"cdp established initiative institutional investors ; however , annually published results also interest increasing number customers interest groups reporting companies .",3,3.0,3.0,4.0
neutral,original contract signed last summer .,3,3.0,3.0,5.0
neutral,"alexandria , va. , oct. 15 -- aaron moss hampshire , great britain , developed ornamental design handset , u.s. patent & trademark office announced .",3,2.0,3.0,5.0
positive,"repair maintenance business accounted net sales eur 645.3 mn , eur 563.6 mn .",5,3.0,3.0,4.0
positive,new technology improves glass quality consistency increasing throughput .,4,4.0,5.0,5.0
neutral,"reasons behind estimate include rise 2008 rent levels several fully-leased office retail properties , completed added company 's investment property portfolio .",3,3.0,3.0,5.0
neutral,"vuokatti unit developed focus especially manufacture prototypes , ramp-up new products demanding testing after-sales services .",3,3.0,3.0,3.0
neutral,"agj recorded eur 43 mln sales 2006 , generated exports customers western europe , statement said .",3,3.0,3.0,4.0
positive,"`` number collection errors fell considerably , operations speeded .",5,4.0,4.0,5.0
positive,"combining existing solutions single platform , comptel said reduced cost deployment .",5,4.0,3.0,5.0
positive,"second quarter 2010 , group 's pretax loss narrowed eur 400,000 eur 600,000 .",5,4.0,4.0,4.0
positive,"26 january 2011 - finnish metal products company componenta oyj ( hel : cth1v ) said yesterday net loss narrowed eur500 ,000 last quarter 2010 eur5 .3 period year earlier .",4,2.0,3.0,4.0
positive,8 may 2009 - finnish liquid handling products diagnostic test systems maker biohit oyj ( hel : biobv ) said today ( 8 may 2009 ) net loss narrowed eur0 .1 ( usd0 .14 ) first quarter 2009 eur0 .4 period 2008 .,4,3.0,4.0,4.0
positive,finnish fibers plastic products maker suominen corporation said net loss continuing operations narrowed 1.8 mln euro ( $ 2.3 mln ) 2006 3.7 mln euro ( $ 4.8 mln ) 2005 .,5,2.0,3.0,4.0
positive,"finnish metal products company componenta oyj ( hel : cth1v ) said today net loss narrowed eur 500,000 ( usd 680,000 ) last quarter 2010 eur 5.3 million period year earlier .",5,3.0,,4.0
positive,finnish sports equipment maker amer sports oyj ( hel : ameas ) said today net loss narrowed eur 16.9 million ( usd 22.3 ) second quarter 2010 eur 23.2 million corresponding period year earlier .,4,3.0,3.0,3.0
positive,"finnish steel maker rautaruukki oyj ( hel : rtrks ) , ruukki , said today net loss contracted eur 49 million ( usd 68.2 ) first nine months 2010 eur 229 million period year ago .",5,2.0,3.0,3.0
positive,"first nine months 2010 , talvivaara 's net loss narrowed eur 8.3 million eur 21.9 million period 2009 .",5,3.0,4.0,5.0
positive,"first nine months 2010 , company 's net loss narrowed eur 415,000 eur 7.4 million corresponding period 2009 .",5,4.0,4.0,4.0
positive,"first nine months 2010 , company 's net loss narrowed eur415 ,000 eur7 .4 corresponding period 2009 .",4,4.0,4.0,4.0
positive,"( adp news ) - feb 9 , 2009 - finnish computer services company proha oyj ( hel : art1v ) said today net loss narrowed eur 113,000 ( usd 146,000 ) 2008 eur 1.2 million 2007 .",4,2.0,4.0,4.0
positive,new factory working model reorganisations would decrease nokian tyres ' costs factory eur 30 million ( usd 38.7 ) .,4,4.0,4.0,5.0
positive,20 october 2010 - finnish metal products company componenta oyj hel : cth1v said yesterday net loss narrowed eur7m first nine months 2010 eur23 .3 period 2009 .,5,2.0,4.0,4.0
positive,finnish fibers plastic products maker suominen corporation said net loss narrowed 1.6 mln euro $ 2.0 mln first nine months 2006 2.16 mln euro $ 2.7 mln period 2005 .,4,2.0,3.0,3.0
positive,"contrast , company 's net loss third quarter 2009 contracted eur 76 million eur 256 million corresponding period year ago .",4,3.0,4.0,1.0
positive,"second quarter 2010 , raute 's net loss narrowed eur 123,000 eur 1.5 million period 2009 .",4,3.0,4.0,5.0
positive,"adp news - nov 13 , 2008 - finnish printed circuit board pcb maker aspocomp group oyj omx : acg1v said today net loss narrowed eur 2 million usd 2.5 first nine months 2008 eur 57",4,2.0,3.0,5.0
positive,"metsaliitto , however , narrowed net loss second quarter 2007 5.0 mln euro $ 6.9 mln 61 mln euro $ 83.7 mln year ago .",5,2.0,,3.0
positive,"narrows eur2 .8 9-mo '09 29 october 2009 - finnish software hardware developer elektrobit oyj hel : ebg1v , eb , said today net loss narrowed eur2 .8 first nine months 2009 eur35 .6 period year ago .",5,3.0,4.0,5.0
positive,diluted loss per share narrowed eur 0.27 eur 0.86 .,4,3.0,4.0,3.0
positive,unit costs flight operations fell 6.4 percent .,5,4.0,4.0,5.0
positive,loss third quarter 2007 eur 0.3 mn smaller loss second quarter 2007 .,5,2.0,2.0,5.0
positive,costs new ropax vessels 30 % lower present ones .,5,4.0,3.0,5.0
negative,"2009 3 february 2010 - finland-based steel maker rautaruukki oyj ( hel : rtrks ) , ruukki , said today slipped larger-than-expected pretax loss eur46m fourth quarter 2009 year-earlier profit eur45m .",2,2.0,1.0,4.0
negative,"( adpnews ) - feb 3 , 2010 - finland-based steel maker rautaruukki oyj ( hel : rtrks ) , ruukki , said today slipped larger-than-expected pretax loss eur 46 million ( usd 64.5 ) fourth quarter 2009",1,2.0,1.0,3.0
negative,"result taxes decreased nearly eur 14.5 mn , compared nearly eur 20mn previous accounting period .",2,3.0,3.0,5.0
negative,company slipped operating loss eur 2.6 million profit eur 1.3 million .,1,2.0,2.0,1.0
negative,23 april 2010 - finnish construction engineering company outotec oyj hel : ote1v said today slipped net loss eur7 .3 first quarter 2010 net profit eur12 .5 corresponding period last year .,1,1.0,1.0,4.0
negative,cramo slipped pretax loss eur 6.7 million pretax profit eur 58.9 million .,1,2.0,2.0,5.0
negative,"finnish solutions provider affecto oyj hel : afe1v said today slipped net loss eur 115,000 usd 152,000 second quarter 2010 profit eur 845,000 corresponding period year earlier .",2,1.0,2.0,1.0
negative,"2009 , comptel slipped net loss eur2 .1 profit eur6 .6 previous year .",2,2.0,1.0,4.0
negative,"q2 2009 , profit taxes amounted eur 13.6 mn , eur 26.8 mn q2 2008 .",2,2.0,3.0,4.0
negative,"adpnews - feb 5 , 2010 - finnish real estate investor sponda oyj hel : sda1v said today slipped net loss eur 81.5 million usd 11.8 2009 profit eur 29.3 million 2008 .",1,1.0,1.0,2.0
negative,"adpnews - jul 17 , 2009 - finland-based steel maker rautaruukki oyj ruukki hel : rtrks said today slipped net loss eur 184 million usd 259.7 first half 2009 net profit eur 2",2,1.0,1.0,3.0
negative,"profit taxes amounted eur 56.5 mn , eur 232.9 mn year ago .",2,2.0,3.0,4.0
negative,"profit taxes decreased 9 % eur 187.8 mn first nine months 2008 , compared eur 207.1 mn year earlier .",2,2.0,4.0,4.0
negative,profit taxes decreased eur 31.6 mn eur 50.0 mn year .,2,2.0,4.0,5.0
negative,"profit taxes eur 4.0 mn , eur 4.9 mn .",2,2.0,3.0,4.0
negative,"company 's profit taxes fell eur 21.1 mn third quarter 2008 , compared eur 35.8 mn corresponding period 2007 .",2,2.0,2.0,3.0
positive,"august-october 2010 , company 's result taxes totalled eur 9.6 mn , eur 0.5 mn corresponding period 2009 .",5,2.0,3.0,5.0
positive,finnish bore owned rettig family grown recently acquisition smaller shipping companies .,4,3.0,3.0,4.0
positive,plan estimated generate eur 5 million ( usd 6.5 ) cost savings annual basis .,4,4.0,4.0,5.0
positive,"finnish pharmaceuticals company orion reports profit taxes eur 70.0 mn third quarter 2010 , eur 54.9 mn corresponding period 2009 .",5,3.0,4.0,5.0
positive,"finnish sampo bank , danish danske bank group , reports profit taxes eur 152.3 mn 2010 , eur 32.7 mn 2009 .",4,4.0,4.0,4.0
positive,"profit taxes period eur0 .9 , eur0 .01 last year .",4,1.0,3.0,5.0
positive,"profit taxes eur 5.4 mn , eur 3.6 mn year earlier .",4,3.0,3.0,4.0
negative,11 august 2010 - finnish measuring equipment maker vaisala oyj hel : vaias said today net loss widened eur4 .8 first half 2010 eur2 .3 corresponding period year earlier .,2,1.0,1.0,4.0
negative,"finnish power supply solutions systems provider efore oyj said net loss widened 3.2 mln euro $ 4.2 mln first quarter fiscal 2006-2007 ending october 31 , 2007 900,000 euro $ 1.2 mln period fiscal 2005-06 .",1,1.0,2.0,3.0
negative,"adp news - apr 22 , 2009 - finnish business information systems developer solteq oyj hel : stq1v said today net loss widened eur 189,000 usd 245,000 first quarter 2009 eur 10,000 peri",1,1.0,1.0,1.0
negative,salonen added data shows producers ' pulp inventories north america declining . ',2,4.0,3.0,4.0
negative,elcoteq group recently announced last three months previous year brought major loss half billion kroons ( eur 32 mln ) fifth quarter running .,2,1.0,1.0,1.0
positive,"current year , raute expects net sales increase operating result -- positive .",5,4.0,5.0,5.0
positive,"turnover surged eur61 .8 eur47 .6 due increasing service demand , especially third quarter , overall growth business .",4,4.0,5.0,5.0
positive,"result , company currently anticipates net sales increase operating result positive .",4,4.0,5.0,5.0
positive,"`` upm 's deliveries increased third quarter 4 percent , efficiency operations improved , `` chief executive jussi pesonen said .",4,5.0,4.0,5.0
positive,"global sports equipment maker amer sports corp. , whose brands include atomic , salomon wilson , saw 64 percent increase third-quarter net profit euro 47.4 million $ 65 million strong sales cost cuts .",4,4.0,5.0,5.0
neutral,"exports make 80 per cent sales , name glaston also reflects truly internationally operating company , `` explains kyro 's president & ceo mika seitovirta .",3,4.0,3.0,5.0
positive,"due rapid expansion , market share tallink terms passenger carriage tallinna sadam port tallinn totaled 55 percent november 45.7 percent november 2005 .",5,3.0,3.0,4.0
positive,"stora enso r shares rose 1.20 pct 11.84 eur , upm-kymmene also dragged higher , rising 1.68 pct 17.56 eur m-real b added 2.38 pct 4.30 eur .",5,4.0,5.0,5.0
negative,cash flow operations recent quarter also reached eight year low .,2,1.0,2.0,1.0
positive,"stock price rose 70.0 ores 0.9 % close sek77 .65 , ending two-day streak losses .",5,4.0,5.0,5.0
positive,"earnings per share ( eps ) amounted eur0 .98 , loss eur0 .02 .",4,2.0,2.0,4.0
positive,"earnings per share ( eps ) eur0 .03 , loss eur0 .083 .",5,1.0,2.0,4.0
positive,"operating profit totalled eur 0.4 mn , operating loss eur 0.8 mn year-on-year .",4,2.0,2.0,2.0
positive,"operating profit totalled eur 7.0 mn , loss eur 4.0 mn second quarter 2009 .",5,2.0,2.0,3.0
positive,operating result including non-recurring items rose eur 146mn loss eur 267mn 2009 .,4,2.0,4.0,4.0
positive,"tiimari , finnish retailer , reported geenrated quarterly revenues totalling eur 1.3 mn 4th quarter 2009 , eur 0.3 mn loss 2008 .",5,3.0,3.0,5.0
positive,"earnings per share eps amounted eur0 .03 , loss eur0 .08 .",5,1.0,2.0,1.0
positive,"operating profit totalled eur 5.8 mn , loss eur 1.7 mn fourth quarter 2009 .",5,2.0,3.0,5.0
positive,"operating profit eur 0.6 mn , loss eur 19mn year earlier .",4,4.0,2.0,4.0
positive,investments operational changes enable additional optimisation working hours thereby cost savings 7 % -9 % .,5,4.0,4.0,5.0
neutral,"shareholder 's full name id code : - petri ailus , born 15.9.1966 information , please contact isto hantila , ceo , tel . +358 9 591 8342 .",3,1.0,3.0,50.0
positive,"9 september 2010 - finnish stationery gift retailer tiimari hel : tii1v said today net sales rose 2 % year-on-year eur5 .7 august 2010 , driven growth finland , demand baltics remained weak .",5,3.0,3.0,5.0
positive,"14:29 cet monday , shares bavarian nordic climbed 1.21 % dkk250 stock exchange copenhagen lost 7.41 % past month .",5,2.0,3.0,4.0
positive,"example , net sales increased 5.9 % first quarter , ebitda increased negative eur 0.2 mn first quarter 2009 .",4,3.0,3.0,1.0
negative,"`` however , rapidly increasing costs strengthening euro challenging whole industry , impacted results . ``",2,2.0,2.0,3.0
negative,"growth rate , paying national debt extremely painful .",2,2.0,2.0,1.0
negative,operating loss increased eur 17mn loss eur 10.8 mn 2005 .,1,1.0,1.0,1.0
negative,"payment 2.779 million litas interest long-term loan provided ragutis ' majority shareholder , estonia 's a. le coq , also added losses .",2,1.0,2.0,3.0
positive,"cencorp estimates net sales last quarter earlier stated , eur4 .3 eur5 .0 , operating profit ( ebit ) estimated positive .",5,4.0,4.0,5.0
positive,`` customer satisfied basware invoice automation solution extends implementation new geographies .,4,4.0,4.0,5.0
positive,` separating side businesses able faster expand develop tapro retail network .,4,3.0,3.0,4.0
positive,"` strategic cooperation rentakran brings us new customers already-working relationships authorities new territories , ' said jarmo laasanen , senior manager cramo .",4,4.0,4.0,5.0
positive,"`` share purchase completed , financing also provided expand latvia 's broadband infrastructure develop new areas business , including acquisitions companies . ``",5,4.0,4.0,5.0
positive,"`` terms profitability earnings 2007 best year history , `` chief executive veli-matti mattila said .",5,4.0,5.0,5.0
positive,"`` margarine business put good shape last two years , making natural addition bunge , looking leverage position central northern european markets , `` raisio ceo matti rihko said statement .",4,4.0,4.0,4.0
positive,"finnish electronics manufacturing services company elcoteq signing cooperation agreement japanese mobile phone manufacturer , bypasses elcoteq tallinn , says jan kotka , ceo elcoteq tallinn .",5,2.0,3.0,5.0
positive,"according viking line 's managing director , nils-erik eklund , company 's board directors satisfied viking line 's performance .",4,4.0,4.0,5.0
positive,"time , sales development russia boosted opening stockmann nevsky centre st petersburg .",5,3.0,4.0,5.0
positive,combining deep domain expertise application service management asm outsourcing service offerings proved winning combination .,5,4.0,4.0,5.0
positive,demand brisk expected order levels remained high .,4,4.0,4.0,5.0
positive,"exports accounted 65.4 % net sales , representing time record company .",5,3.0,3.0,5.0
positive,finland 's poyry energy contract advise builders new cogeneration power plant lithuania 's second-biggest city kaunas supervise construction process .,4,3.0,3.0,5.0
positive,"finnish construction company yit oyj said november 13 , 2007 70 mln euro $ 102.8 mln contract construct new office building local property company tapiola real estate oy .",5,2.0,3.0,5.0
positive,"addition fireplace exports , demand lining stone exceeded level earlier part year continue clearly brisker remainder year .",5,4.0,3.0,5.0
positive,kalmar awarded new 5-year contract supply rough terrain container handler rtch .,4,4.0,3.0,5.0
positive,major order india comptel corporation received significant long-term order mediation provisioning solutions used leading operator india .,5,4.0,4.0,5.0
positive,managing director kari inkinen says sponda 's leasing operations developed highly favourably .,4,4.0,5.0,5.0
positive,"price , kesko 's share 10 mln euro $ 15.5 mln recognize gain 4.0 mln euro $ 6.2 mln disposal included result second quarter 2008 .",5,2.0,3.0,4.0
positive,olvi posted strong set figures first six months year .,5,3.0,4.0,5.0
positive,operating profit improved 27 % eur 579.8 mn eur 457.2 mn 2006 .,4,5.0,5.0,5.0
positive,standardised services met positive reception among customers well itella .,5,4.0,4.0,4.0
positive,performance second half 2009 exceeded expectations .,4,5.0,5.0,5.0
positive,ponsse projects forest machine markets improve expected 2010 previous year .,5,4.0,4.0,5.0
positive,"ragutis , based lithuania 's second-largest city kaunas , boosted sales last year 22.3 per cent 36.4 million liters .",4,4.0,4.0,5.0
positive,"raisio 's bid buy glisten `` win-win `` deal companies , chairman uk snacks firm told just-food today 10 february .",5,3.0,4.0,5.0
positive,talvivaara also maintains assumption turning cash flow positive year end .,5,3.0,4.0,5.0
positive,acquisition expected improve access chrome ore resources turkey .,5,4.0,4.0,5.0
positive,aim annual improvement ruukki construction 's operating profit eur 3 million usd 4.1 starting 2009 .,5,4.0,4.0,5.0
positive,objective planned measures achieve significant savings next years .,5,4.0,3.0,5.0
positive,rebuilds designed improve machines ' performance product quality .,5,4.0,3.0,5.0
positive,"transaction positive impact around eur2m earnings , ruukki recognize fourth quarter year .",4,4.0,4.0,5.0
positive,"` repeat order follow successfully installed 159 elevators delhi metro system , ' kone spokeswoman told thomson financial news .",5,3.0,3.0,5.0
positive,`` stonesoft sees great promise future ipv6 .,5,4.0,4.0,5.0
positive,`` combined activities create value shareholders good employees customers .,5,4.0,5.0,5.0
positive,`` trend sports leisure markets favorable first months year .,4,4.0,4.0,5.0
positive,"`` continued actively focus r & position offering away point solutions towards dynamic end-to-end solutions , `` ervio stated .",5,4.0,3.0,5.0
positive,27 january 2011 - finnish solutions provider affecto oyj ( hel : afe1v ) said today eur1 .2 ( usd1 .6 ) contract state-owned lithuanian social insurance institution ( sodra ) .,4,3.0,3.0,5.0
positive,finnish construction group lemmink+ñinen awarded two road building contracts lithuanian transport administration .,5,4.0,3.0,5.0
positive,"finnish construction group yit awarded contract install heating , air conditioning cooling systems new head office automobile association adac munich germany .",5,4.0,3.0,5.0
positive,"finnish flexible packaging manufacturer suominen corporation reports net sales eur 54.5 mn first quarter 2008 , compared eur 54.3 mn year earlier .",5,3.0,3.0,4.0
positive,finnish forest machinery manufacturer ponsse agreed volvo start cooperation latin america .,4,3.0,3.0,5.0
positive,"finnish metso paper awarded contract rebuild sabah forest industries ' ( sfi ) pulp mill sabah , malaysia .",4,4.0,3.0,5.0
positive,"finnish metso paper order supply uncoated fine paper machine mcc paper yinhe , china .",5,2.0,3.0,4.0
positive,finnish outokumpu technology awarded several new grinding technology contracts .,4,4.0,3.0,5.0
positive,finnish rautaruukki awarded contract supply install steel superstructures partihallsf+ârbindelsen bridge gothenburg sweden .,4,3.0,3.0,5.0
positive,"lule+ñ municipality awarded yit 2-year contract , property management one third municipality 's properties , total area 140,000 sq . metres .",5,3.0,3.0,4.0
positive,"shopping center opened st. petersburg , russia november 2010 turn cash flow finnish department store chain stockmann 's russian operations positive first time 2011 .",4,4.0,4.0,5.0
positive,"according atria 's president ceo matti tikkakoski , company 's swedish operations significantly improved first quarter .",5,4.0,5.0,5.0
positive,"according ceo kai telanne , company 's newspapers achieved best financial result ever .",5,5.0,5.0,5.0
positive,"according kesko , company agreed city administration lease building 2006 , resettlement construction five-star hotel hilton 120 rooms .",4,3.0,3.0,5.0
positive,"according nordic financial group nordea 's analyst sami sarkamies , makes nokia 's portfolio competitive .",5,4.0,4.0,5.0
positive,"according ringman , finnish paper companies acquired know-how capacity paper recycling , turned successful strategy .",4,4.0,4.0,5.0
positive,"adanac molybdenum canada ordered grinding technology molybdenum project british columbia , canada , shalkiya zinc kazakhstan awarded contract grinding technology shalkiya zinc-lead project kazakhstan .",4,3.0,3.0,5.0
positive,raisio 's divisions recorded operating profit .,5,3.0,4.0,5.0
positive,"arvo vuorenmaa , loviisa plant 's general manager said application new licence `` standard `` procedure `` quite confident `` approval granted .",5,4.0,4.0,5.0
positive,"basware 's ceo ilkka sihvo comments conjunction interim report : `` whole , basware succeeded well second quarter 2007 .",4,4.0,4.0,5.0
positive,cash flow operating activities estimated positive .,4,4.0,5.0,5.0
positive,cision says sale return u.k. operation profitability .,4,2.0,3.0,3.0
positive,"citigroup , inc ( nyse : c ) announced global transaction services ( gts ) business awarded new mandate finland-based pohjola bank group .",4,3.0,3.0,5.0
positive,"department store sales improved 14 % eur 1,070.6 mn .",4,5.0,5.0,5.0
